362112,4,1,2618,0
232320,4,1,1168,0
232320,4,1,4270,0
36480,6,1,4730,0
37248,3,1,2615,0
299904,6,1,1742,0
104064,6,1,3870,0
104064,6,1,669,0
105600,6,1,1487,0
40320,4,1,4173,0
306816,6,1,1489,1
306816,6,1,941,0
176256,4,1,3323,1
243072,6,1,4687,0
243072,6,1,3826,0
374400,5,1,302,0
310656,3,1,4829,0
246144,5,1,3862,0
378240,2,1,1861,0
312960,6,1,2537,0
312960,6,1,4454,0
117120,3,1,3826,0
381312,2,1,2708,0
119424,3,1,1491,0
119424,3,1,3910,0
54144,2,1,861,0
57216,3,1,3954,0
188544,2,1,4280,0
190080,2,1,4469,0
190080,2,1,3041,0
190080,2,1,63,0
321408,6,1,1840,0
321408,6,1,3103,0
321408,6,1,2273,0
59520,3,1,1019,0
256128,4,1,2158,0
256128,4,1,639,0
126336,5,1,3578,0
126336,5,1,4325,0
127104,6,1,4048,1
325248,6,1,2592,0
194688,3,1,2273,0
391296,4,1,2821,0
384,3,2,3689,0
196992,3,1,1833,0
394368,4,1,685,0
68736,4,1,2093,0
200064,4,1,3734,0
4224,5,1,4864,0
266880,2,1,1884,0
71808,5,1,4850,0
399744,4,1,4173,0
399744,4,1,2664,0
7296,3,1,4976,1
205440,5,1,1451,0
205440,5,1,1978,0
205440,5,1,4864,0
205440,5,1,3472,1
205440,5,1,4240,0
403584,4,1,4981,0
403584,4,1,1102,0
340608,5,1,2537,1
340608,5,1,104,0
275328,2,1,4658,0
210048,3,1,1340,0
407424,2,1,4794,0
408192,3,1,1093,1
408192,3,1,742,0
408192,3,1,114,0
147072,2,1,740,0
409728,5,2,1023,0
409728,5,2,2436,0
279168,2,1,3410,0
18048,3,1,3173,0
215424,2,1,1936,0
412032,3,2,4099,0
412032,3,2,1393,0
412032,3,2,1742,0
84864,2,1,2545,0
20352,3,1,4549,0
87168,3,1,1193,0
153216,3,1,4793,0
349824,5,1,946,0
220800,6,1,297,0
155520,7,1,323,0
24960,5,1,1056,0
418944,6,1,3912,0
223872,3,1,4265,0
160128,3,1,960,0
29568,6,1,1840,0
226944,3,1,2393,0
292992,3,1,2020,0
359808,3,1,4735,0
361857,3,1,2821,0
34689,2,1,1200,0
166017,3,2,3835,0
166017,3,2,2537,0
232065,5,1,1825,0
232833,6,1,3624,0
36993,6,1,3885,0
365697,3,1,4760,0
104577,3,1,4005,1
171393,4,1,4220,0
106113,4,2,4950,0
369537,4,1,3936,0
42369,5,1,2217,0
372609,2,1,2081,0
244353,2,1,3472,0
245121,5,1,3609,0
179841,5,1,2145,0
180609,3,1,976,0
311937,3,1,1067,0
377985,3,1,1318,0
116097,4,1,4005,0
119169,3,1,1816,0
252033,3,1,3819,0
122241,4,1,2066,0
56961,3,1,2971,0
56961,3,1,1664,0
189057,2,2,3650,0
58497,3,1,4504,0
386433,3,1,2108,0
256641,4,1,2879,0
126081,5,1,1501,0
126081,5,1,10,0
126081,5,1,1235,0
60801,6,1,4607,0
192129,2,1,2031,0
323457,5,1,4864,0
128385,3,1,4768,0
326529,3,1,4282,0
392577,3,1,2936,0
66177,6,1,3111,1
66945,7,1,2447,0
1665,3,1,606,0
67713,7,1,4101,0
395649,2,1,3365,0
395649,2,1,2284,0
201345,6,1,4083,0
5505,4,1,3170,0
202881,4,2,1661,0
139905,5,2,2780,1
139905,5,2,608,0
139905,5,2,3152,0
205953,6,1,3487,0
205953,6,1,63,0
207489,2,1,35,0
404097,4,1,148,0
142209,3,1,1102,0
208257,6,1,882,0
12417,3,1,669,0
407169,3,2,3971,0
81537,3,1,3484,0
344193,3,1,4357,0
344193,3,1,1357,0
344193,3,1,1892,0
17025,3,1,4836,0
344961,3,1,996,0
149121,5,1,2688,0
345729,4,1,429,0
149889,3,1,2303,0
149889,3,1,3734,0
85377,3,1,4842,0
216705,2,1,3016,0
348033,4,1,1861,0
414081,4,1,121,0
414081,4,1,1742,0
349569,4,1,4589,0
22401,4,1,976,0
23937,6,1,1884,0
221313,3,1,4427,0
156801,3,1,4504,1
27777,4,1,1835,0
27777,4,1,121,0
28545,3,1,2545,0
227457,3,1,4848,0
31617,4,1,4346,0
31617,4,1,4363,0
163713,4,1,1062,0
360321,6,1,625,0
32898,3,1,4040,0
164994,3,1,3484,0
296322,3,1,4687,0
35202,3,1,2108,0
166530,3,1,4584,0
37506,3,1,742,0
37506,3,1,4048,0
37506,3,1,2592,0
37506,3,1,3451,0
301698,3,2,3041,1
367746,4,1,4234,0
367746,4,1,4480,0
368514,6,2,742,0
368514,6,2,1340,0
239490,7,1,4408,0
110466,5,1,2220,0
110466,5,1,1276,0
110466,5,1,3734,0
308610,4,2,2935,0
47490,2,1,4933,0
244866,6,1,2768,0
115074,4,2,4992,0
49794,2,1,3623,0
50562,6,1,4585,0
313218,2,1,4427,0
251778,4,1,1704,0
55938,3,1,2230,0
122754,2,1,4282,1
385410,2,1,1411,0
123522,4,1,3284,0
59010,4,2,1166,0
321666,2,1,2036,0
256386,3,1,3062,0
191106,4,1,66,0
387714,5,2,2928,0
125826,4,1,3419,0
125826,4,1,4658,0
125826,4,1,1514,0
125826,4,1,2710,0
257154,3,1,1103,0
63618,5,1,542,0
391554,2,1,2435,0
392322,5,1,4992,0
392322,5,1,3323,0
327042,4,1,4444,0
197250,3,2,1435,0
198018,6,1,2879,0
264834,3,1,1581,0
68994,4,1,2664,0
68994,4,1,3856,0
71298,4,1,1412,0
72066,5,1,66,1
72066,5,1,4472,0
268674,4,1,2361,0
268674,4,1,946,0
269442,5,1,121,0
269442,5,1,4659,0
335490,3,1,3734,0
73602,3,1,4618,0
73602,3,1,1301,0
73602,3,1,2582,0
401538,3,1,1102,0
74370,3,1,3080,0
270978,2,1,2821,0
9858,5,1,3536,0
9858,5,1,1573,0
207234,2,2,2099,0
141954,4,1,862,0
274818,4,1,3525,0
274818,4,1,503,0
210306,3,1,915,0
79746,6,1,2313,0
80514,3,1,2158,0
80514,3,1,1031,0
80514,3,1,2954,0
146562,3,1,2791,0
146562,3,1,2821,0
409218,3,1,1481,0
213378,5,1,2313,0
213378,5,1,4026,0
214146,5,1,3319,0
345474,2,1,953,1
18306,3,2,1031,0
18306,3,2,1710,1
18306,3,2,3734,0
18306,3,2,1357,0
18306,3,2,4976,1
18306,3,2,4733,0
18306,3,2,4992,0
412290,6,1,2928,0
281730,5,1,4287,0
19842,4,1,1425,0
216450,4,1,2465,0
151170,3,1,1968,1
217218,6,1,963,0
416130,4,1,1193,0
23682,4,1,4966,0
155010,5,1,2883,0
286338,2,1,2926,0
221058,3,1,361,0
221058,3,1,598,0
90498,5,1,1724,0
90498,5,1,4444,0
90498,5,1,4186,0
26754,4,1,296,0
224898,5,1,2691,0
225666,4,1,3042,0
292482,2,1,4871,0
161922,3,2,3543,1
228738,4,1,2810,0
163971,4,1,246,0
295299,5,2,1049,0
100995,3,1,2900,0
168579,3,1,1492,0
301443,3,1,1071,0
105603,7,1,4083,1
40323,4,1,2435,0
303747,5,1,3314,0
238467,6,1,2193,0
238467,6,1,4966,0
369795,3,1,3734,0
304515,3,1,3484,0
175491,6,1,669,1
176259,5,1,2020,0
242307,3,1,3578,0
243843,5,2,1890,0
113283,4,1,1509,0
180867,3,2,326,0
377475,2,1,4958,0
50307,4,1,2592,0
51075,5,1,747,0
51075,5,1,2688,0
51075,5,1,3103,0
51075,5,1,3898,0
316803,3,2,2397,0
122499,2,1,23,0
319107,3,1,467,0
189315,4,1,4499,0
322179,3,1,2465,0
60291,2,1,4050,0
61827,6,1,326,0
193155,3,1,3734,0
127875,6,1,4585,0
259203,5,2,4480,0
193923,4,1,2036,0
259971,5,1,4864,0
64131,3,1,121,1
328323,5,1,905,0
1155,3,1,4173,0
1155,3,1,1472,0
198531,6,1,2787,0
67971,2,1,872,0
134787,3,1,4926,0
134787,3,1,803,0
266115,2,1,1407,0
200835,3,1,35,0
332931,5,1,4394,0
203139,2,1,598,1
335235,6,1,4332,0
401283,6,1,3444,0
139395,2,1,2935,0
336003,5,1,3835,0
337539,2,1,3152,0
272259,5,1,2273,0
273795,5,1,740,0
339843,5,1,685,0
274563,4,1,2397,0
80259,4,1,1963,0
80259,4,1,2745,0
14979,2,1,3753,0
408195,3,1,3443,0
213891,4,1,3930,0
213891,4,1,2459,0
279939,3,1,1547,0
345987,3,1,3954,0
215427,3,1,1643,0
412035,3,1,293,0
281475,3,1,731,0
150915,5,1,1784,0
282243,2,1,4322,0
20355,4,1,1574,1
21123,4,1,1356,0
21891,5,1,4322,0
219267,3,2,2872,0
25731,6,1,66,0
25731,6,1,1470,0
288387,2,1,3986,0
26499,2,1,3971,0
159363,4,1,1816,0
94083,3,1,1816,0
28803,5,1,2501,0
225411,2,2,3723,0
292227,4,1,606,0
226947,5,1,1659,1
358275,4,1,1031,0
162435,5,1,4512,0
359043,3,1,1900,0
359811,7,1,4177,0
295812,2,1,3826,0
167556,3,1,4039,0
298884,3,1,3225,0
298884,3,1,3828,0
103812,2,1,596,0
300420,4,1,742,0
235908,3,1,4417,0
105348,4,1,1056,1
105348,4,1,1749,0
171396,2,1,4992,0
172164,4,1,4427,0
238212,2,1,963,0
108420,2,1,4765,0
174468,2,1,1964,1
240516,7,1,1618,0
175236,4,2,3614,0
176772,3,1,3621,0
373380,2,1,2786,0
111492,2,1,1840,0
374916,4,1,1102,0
378756,4,1,1833,0
378756,4,1,2403,0
52356,2,1,4408,0
380292,4,1,4050,0
381828,4,1,168,0
185988,5,1,798,1
120708,3,1,3163,0
318084,5,1,3682,0
253572,2,1,4469,0
254340,4,1,2915,0
124548,3,1,4079,0
124548,3,1,3163,0
124548,3,1,310,0
126852,6,1,1725,0
61572,4,1,3828,0
192900,3,1,1833,0
259716,3,1,547,0
196740,4,2,4966,0
900,4,1,804,0
329604,4,1,4658,0
329604,4,1,3826,0
264324,6,1,4584,0
395652,2,1,4494,1
395652,2,1,2448,0
330372,4,1,4830,0
331140,6,1,4073,0
69252,6,1,4173,0
4740,4,1,2579,0
267396,3,1,1399,0
268164,3,1,2935,0
268164,3,1,4728,0
269700,3,1,3022,0
139908,5,1,3350,0
75396,4,1,1831,0
141444,4,1,4261,0
141444,4,1,3585,0
141444,4,1,4170,1
338052,4,1,2217,0
10884,7,1,3538,0
273540,4,1,4765,0
12420,2,1,3472,0
405636,4,1,946,0
79236,4,1,2537,0
408708,4,2,2872,0
343428,2,1,2026,0
343428,2,1,1305,0
16260,4,1,1885,0
16260,4,1,826,0
147588,3,1,1487,0
344196,2,1,3734,0
278916,3,1,3022,0
214404,6,1,4196,0
215172,2,1,2051,0
346500,5,1,1659,0
150660,4,1,1067,0
86916,3,1,1454,1
414852,2,1,361,0
417156,2,1,598,0
89988,3,1,2148,0
89988,3,1,3073,0
89988,3,1,4247,0
221316,4,1,2636,0
156036,6,1,441,0
156804,3,1,3826,0
159108,5,1,1884,0
356484,6,1,4118,0
94596,4,1,1103,1
291204,2,1,3472,0
292740,6,1,1764,0
424068,3,1,2173,0
358788,4,1,2099,0
358788,4,1,649,0
32388,2,1,1968,0
360324,3,1,4993,0
32901,5,1,3086,0
229509,4,1,4267,1
361605,2,1,4282,0
361605,2,1,4818,0
99717,2,1,1850,0
166533,2,1,2620,0
101253,3,1,3734,0
